PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Lot_Frontage_%,Living_Area_%of_Lot,Interior_Area_%of_Lot,1stFlr_%of_Living_Area,Total_Bathrooms_prorated,Kitchens_prorated,Home_Age,Yrs_Since_Remodel
903231180,1322,132000,50,RM,52.0,6240,Pave,No Alley Access,3,Lvl,1,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,No Veneer,0.0,1,3,BrkTil,3,3,1,3,48.0,1,0.0,624.0,672.0,GasA,4,Y,3,899,423,0,1.0,0.0,1,0,4,1,2,7,6,0,0,Detchd,1939.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,3,No Misc Feature,0,7,2007,WD ,Normal,0.008333333333333333,0.21185897435897436,0.3644230769230769,0.6800302571860817,1.75,0.6000000000000001,68,55
533206050,1391,196000,120,FV,59.0,4282,Pave,Pave,1,Lvl,1,Inside,0,Somerst,Norm,Norm,TwnhsE,1Story,6,4,2004,2004,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,2,2,PConc,4,3,2,6,16.0,1,0.0,1375.0,1391.0,GasA,4,Y,3,1391,0,0,0.0,0.0,2,0,2,1,3,5,6,0,0,Attchd,2004.0,2,2.0,530.0,3,3,2,156,158,0,0,0,0,0,0,No Misc Feature,0,7,2008,WD ,Normal,0.013778608127043438,0.32484820177487156,0.7734703409621672,1.0,2.0,0.8,4,4
535403280,1306,153000,20,RL,64.0,8712,Pave,No Alley Access,2,Lvl,1,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,2000,Hip,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,3,CBlock,3,3,2,4,860.0,1,0.0,132.0,992.0,GasA,2,Y,3,1306,0,0,1.0,0.0,1,0,2,1,2,5,6,0,0,Detchd,1968.0,1,1.0,756.0,3,3,2,0,0,0,0,0,0,0,0,No Misc Feature,0,5,2009,WD ,Normal,0.0073461891643709825,0.14990817263544537,0.35055096418732784,1.0,1.75,0.6000000000000001,52,9
907192030,1660,195000,60,RL,68.0,8935,Pave,No Alley Access,2,Lvl,1,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,2,2,PConc,4,3,1,1,0.0,1,0.0,831.0,831.0,GasA,4,Y,3,831,829,0,0.0,0.0,2,1,3,1,3,7,6,0,0,Attchd,2002.0,2,2.0,493.0,3,3,2,144,68,0,0,0,0,0,0,No Misc Feature,0,7,2009,WD ,Normal,0.007610520425293789,0.18578623391158366,0.3339675433687745,0.5006024096385542,2.875,0.8,7,7
914465060,1689,271000,20,RL,84.84356122222279,13265,Pave,No Alley Access,2,Lvl,1,CulDSac,0,Mitchel,Norm,Norm,1Fam,1Story,7,4,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,2,2,PConc,4,3,1,6,1218.0,1,0.0,350.0,1568.0,GasA,4,Y,3,1689,0,0,1.0,0.0,2,0,3,1,3,7,6,2,4,Attchd,2002.0,2,3.0,857.0,3,3,2,150,59,0,0,0,0,0,0,No Misc Feature,0,7,2008,WD ,Normal,0.006396046831679064,0.12732755371277799,0.310139464756879,1.0,2.75,0.8,6,6
903228120,904,119000,45,RM,50.0,6000,Pave,No Alley Access,3,Lvl,1,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,No Veneer,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,884.0,884.0,GasA,3,Y,3,904,0,0,0.0,0.0,1,0,2,1,2,4,6,0,0,Detchd,1926.0,1,1.0,180.0,3,3,2,0,0,105,0,0,0,0,0,No Misc Feature,0,1,2009,WD ,Normal,0.008333333333333333,0.15066666666666667,0.328,1.0,1.0,0.6000000000000001,83,5
903229040,1118,119900,190,RM,65.0,7800,Pave,No Alley Access,3,Lvl,1,Inside,0,OldTown,Artery,Norm,2fmCon,1.5Fin,4,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,2,CBlock,4,3,2,3,507.0,1,0.0,286.0,793.0,GasA,2,Y,3,793,325,0,1.0,0.0,1,0,3,1,2,5,6,1,4,Detchd,1939.0,1,2.0,410.0,3,3,2,0,0,0,0,271,0,0,3,No Misc Feature,0,5,2006,WD ,Normal,0.008333333333333333,0.14333333333333334,0.29756410256410254,0.7093023255813954,1.75,0.6000000000000001,67,56
535101120,1584,124000,90,RL,65.0,8944,Pave,No Alley Access,3,Lvl,1,Inside,0,NAmes,Norm,Norm,Duplex,1Story,4,4,1967,1967,Gable,CompShg,Plywood,Plywood,No Veneer,0.0,1,2,CBlock,3,3,1,1,0.0,1,0.0,1584.0,1584.0,GasA,2,Y,3,1584,0,0,0.0,0.0,2,0,4,2,2,8,3,0,0,Detchd,1967.0,1,3.0,792.0,3,3,2,0,152,0,0,0,0,0,0,No Misc Feature,0,4,2009,WD ,Normal,0.007267441860465116,0.1771019677996422,0.44275491949910556,1.0,2.0,1.2000000000000002,42,42
527180040,1341,171500,20,RL,85.0,10176,Pave,No Alley Access,3,Lvl,1,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,6,4,1990,1990,Gable,CompShg,HdBoard,HdBoard,No Veneer,0.0,1,2,PConc,4,3,4,6,637.0,1,0.0,663.0,1300.0,GasA,3,Y,3,1341,0,0,1.0,0.0,1,1,2,1,3,5,6,1,1,Attchd,1990.0,1,2.0,506.0,3,3,2,192,0,0,0,0,0,0,0,No Misc Feature,0,2,2010,WD ,Normal,0.008352987421383648,0.1317806603773585,0.3092570754716981,1.0,2.625,0.8,20,20
902110080,1389,135000,60,RM,60.0,3378,Pave,Grvl,3,HLS,1,Inside,0,OldTown,Norm,Norm,1Fam,2Story,6,7,1946,1992,Gable,CompShg,HdBoard,HdBoard,No Veneer,0.0,1,3,CBlock,3,3,1,1,0.0,1,0.0,651.0,651.0,GasA,3,Y,3,707,682,0,0.0,0.0,1,1,3,1,2,6,6,2,4,Detchd,1947.0,1,1.0,240.0,3,3,1,0,0,126,0,0,0,0,0,No Misc Feature,0,9,2009,WD ,Normal,0.017761989342806393,0.411190053285968,0.6749555950266429,0.5089992800575954,1.875,0.6000000000000001,63,17
902405120,1480,119000,50,RM,60.0,5400,Pave,No Alley Access,3,Lvl,1,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,0,2,BrkTil,3,3,1,1,0.0,1,0.0,972.0,972.0,GasA,4,Y,3,1044,0,436,0.0,0.0,1,0,3,1,2,6,6,0,0,Detchd,1920.0,1,1.0,207.0,2,3,2,0,0,176,0,0,0,0,0,No Misc Feature,0,9,2009,ConLI,Family,0.011111111111111112,0.2740740740740741,0.4924074074074074,0.7054054054054054,1.0,0.6000000000000001,89,59
924100070,1389,170000,20,RL,77.0,10010,Pave,No Alley Access,3,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,4,4,1974,1975,Gable,CompShg,HdBoard,HdBoard,No Veneer,0.0,1,2,CBlock,4,3,3,5,1071.0,2,123.0,195.0,1389.0,GasA,3,Y,3,1389,0,0,1.0,0.0,1,0,2,1,2,6,6,1,3,Attchd,1975.0,2,2.0,418.0,3,3,2,240,38,0,0,0,0,0,0,No Misc Feature,0,4,2006,WD ,Normal,0.007692307692307693,0.13876123876123875,0.31928071928071927,1.0,1.75,0.6000000000000001,32,31
903454020,819,72000,30,RM,50.0,9000,Pave,No Alley Access,3,Lvl,1,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,4,3,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No Veneer,0.0,1,2,BrkTil,3,3,1,1,0.0,1,0.0,610.0,610.0,GasA,4,N,2,819,0,0,0.0,0.0,1,0,2,1,3,4,6,0,0,No Garage,1919.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,No Misc Feature,0,9,2006,WD ,Abnorml,0.005555555555555556,0.091,0.15877777777777777,1.0,1.0,0.8,87,56
527110120,1600,169000,60,RL,57.0,8773,Pave,No Alley Access,2,HLS,1,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,5,4,1997,1997,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,PConc,4,3,3,1,0.0,1,0.0,916.0,916.0,GasA,3,Y,3,916,684,0,0.0,0.0,2,1,3,1,2,7,6,1,3,Attchd,1997.0,3,2.0,460.0,3,3,2,100,38,0,0,0,0,0,0,No Misc Feature,0,8,2007,WD ,Normal,0.006497207340704434,0.18237774991451042,0.3392226148409894,0.5725,2.875,0.6000000000000001,10,10
902136110,1080,95000,50,RM,44.0,5914,Pave,Grvl,3,Lvl,1,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,No Veneer,0.0,1,2,BrkTil,2,3,1,1,0.0,1,0.0,684.0,684.0,GasA,3,Y,3,684,396,0,0.0,0.0,1,0,3,1,3,5,6,0,0,No Garage,1890.0,0,0.0,0.0,0,0,0,0,165,30,0,0,0,0,0,No Misc Feature,0,9,2008,WD ,Normal,0.0074399729455529254,0.1826175177544809,0.2982752789989855,0.6333333333333333,1.0,0.8,118,12
907130060,1200,177500,20,RL,105.0,11249,Pave,No Alley Access,1,Lvl,1,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,4,1995,1995,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,2,3,PConc,4,4,1,5,334.0,4,544.0,322.0,1200.0,GasA,4,Y,3,1200,0,0,1.0,0.0,2,0,3,1,3,6,6,0,0,Attchd,1995.0,2,2.0,521.0,3,3,2,0,26,0,0,0,0,0,0,No Misc Feature,0,8,2007,WD ,Normal,0.009334163036714374,0.10667614899102143,0.2596675260023113,1.0,2.75,0.8,12,12
526350040,896,105000,20,RH,80.0,11622,Pave,No Alley Access,3,Lvl,1,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,CBlock,3,3,1,3,468.0,2,144.0,270.0,882.0,GasA,2,Y,3,896,0,0,0.0,0.0,1,0,2,1,2,5,6,0,0,Attchd,1961.0,1,1.0,730.0,3,3,2,140,0,0,0,120,0,0,3,No Misc Feature,0,6,2010,WD ,Normal,0.006883496816382722,0.0770951643434865,0.21579762519359835,1.0,1.0,0.6000000000000001,49,49
535352090,793,113000,30,RL,80.0,8480,Pave,No Alley Access,3,Lvl,1,Corner,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1945,1950,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,3,CBlock,3,3,1,4,700.0,1,0.0,93.0,793.0,GasA,2,Y,3,793,0,0,1.0,0.0,1,0,2,1,1,4,6,0,0,Detchd,1945.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,No Misc Feature,0,8,2009,WD ,Normal,0.009433962264150943,0.09351415094339623,0.21533018867924528,1.0,1.75,0.4,64,59
907295100,1838,185000,90,RM,83.0,10126,Pave,No Alley Access,3,Lvl,1,Corner,0,CollgCr,Norm,Norm,Duplex,SFoyer,5,4,1997,1998,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,3,PConc,4,3,4,6,1593.0,2,162.0,83.0,1838.0,GasA,4,Y,3,1838,0,0,2.0,0.0,2,0,2,2,2,8,6,0,0,Attchd,1998.0,1,3.0,721.0,3,3,2,160,67,0,0,0,0,0,0,No Misc Feature,0,7,2008,WD ,Abnorml,0.00819672131147541,0.18151293699387716,0.4342287181512937,1.0,3.5,1.2000000000000002,11,10
528431060,1563,245000,20,RL,78.0,10206,Pave,No Alley Access,3,Lvl,1,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,4,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,1,2,PConc,4,3,1,6,33.0,1,0.0,1530.0,1563.0,GasA,4,Y,3,1563,0,0,0.0,0.0,2,0,3,1,3,6,6,1,4,Attchd,2007.0,2,3.0,758.0,3,3,2,144,99,0,0,0,0,0,0,No Misc Feature,0,10,2008,WD ,Normal,0.007642563198118754,0.15314520870076426,0.3805604546345287,1.0,2.0,0.8,1,1
535126040,1888,190000,20,RL,137.0,16492,Pave,No Alley Access,2,Lvl,1,Corner,0,NAmes,PosA,Norm,1Fam,1Story,5,5,1966,2002,Gable,CompShg,BrkFace,Plywood,No Veneer,0.0,2,2,CBlock,3,3,1,5,247.0,3,713.0,557.0,1517.0,GasA,4,Y,3,1888,0,0,0.0,0.0,2,1,2,1,3,6,3,1,4,Attchd,1966.0,3,2.0,578.0,3,3,2,0,0,0,0,0,0,0,0,No Misc Feature,0,6,2010,WD ,Normal,0.008307057967499394,0.11447974775648799,0.24151103565365026,1.0,2.875,0.8,44,8
534477110,1668,140000,50,RL,80.0,9600,Pave,No Alley Access,3,Lvl,1,Inside,0,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1950,2005,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,3,CBlock,3,3,1,4,120.0,1,0.0,736.0,856.0,GasA,4,Y,3,1112,556,0,0.0,0.0,1,1,3,1,2,6,4,0,0,Attchd,1950.0,1,1.0,271.0,3,3,2,0,0,0,0,0,0,0,3,No Misc Feature,0,9,2009,WD ,Normal,0.008333333333333333,0.17375,0.2911458333333333,0.6666666666666666,1.875,0.6000000000000001,59,4
528222010,2373,258000,60,RL,96.0,11631,Pave,No Alley Access,2,Lvl,1,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,4,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,2,2,PConc,4,3,3,1,0.0,1,0.0,1052.0,1052.0,GasA,4,Y,3,1052,1321,0,0.0,0.0,2,1,4,1,3,9,6,1,4,BuiltIn,2004.0,3,3.0,632.0,3,3,2,120,46,0,0,0,0,0,0,No Misc Feature,0,6,2006,New,Partial,0.008253804488006191,0.20402372968790303,0.3488092167483449,0.44332069110830175,2.875,0.8,2,1
923203010,936,140000,120,RM,62.0,6710,Pave,No Alley Access,2,Lvl,1,FR3,0,Mitchel,Norm,Norm,TwnhsE,SFoyer,5,4,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,1,2,PConc,5,3,3,3,16.0,6,904.0,0.0,920.0,GasA,4,Y,3,936,0,0,2.0,0.0,0,1,0,1,2,3,6,0,0,Attchd,1996.0,3,2.0,460.0,3,3,2,0,40,0,0,0,0,0,0,No Misc Feature,0,6,2007,WD ,Normal,0.009239940387481372,0.13949329359165424,0.3451564828614009,1.0,2.375,0.6000000000000001,11,10
535154060,1329,176000,20,RL,78.5754353271773,12285,Pave,No Alley Access,2,Lvl,1,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,1,2,CBlock,3,3,1,4,544.0,1,0.0,785.0,1329.0,GasA,3,Y,3,1329,0,0,0.0,0.0,1,1,3,1,2,5,6,2,4,Attchd,1960.0,1,2.0,441.0,3,3,2,0,0,203,0,0,0,0,0,No Misc Feature,0,8,2009,WD ,Normal,0.006396046831679064,0.10818070818070818,0.25225885225885225,1.0,1.875,0.6000000000000001,49,49
533125120,2826,334000,60,RL,105.0,11025,Pave,No Alley Access,3,HLS,1,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,7,4,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,2,2,PConc,5,3,4,6,1118.0,1,0.0,216.0,1334.0,GasA,4,Y,3,1520,1306,0,1.0,0.0,2,1,3,1,3,9,6,3,3,Attchd,1992.0,2,3.0,888.0,3,3,2,177,208,186,0,0,0,0,0,No Misc Feature,0,10,2006,WD ,Normal,0.009523809523809525,0.2563265306122449,0.4578684807256236,0.537862703467799,3.625,0.8,14,13
902301150,1017,114000,50,RM,69.0,9143,Pave,Grvl,3,Lvl,1,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1900,2003,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,CBlock,3,3,1,1,0.0,1,0.0,346.0,346.0,GasA,4,Y,3,709,308,0,0.0,0.0,1,0,2,1,2,5,6,0,0,Detchd,1961.0,1,1.0,308.0,3,3,0,0,0,139,0,0,0,0,0,No Misc Feature,0,5,2008,WD ,Normal,0.007546757081920595,0.11123263699004703,0.1827627693317292,0.6971484759095379,1.0,0.6000000000000001,108,5
533250160,1719,324000,120,RL,32.0,10846,Pave,No Alley Access,2,Lvl,1,CulDSac,0,Veenker,Norm,Norm,TwnhsE,1Story,7,4,1993,1993,Gable,CompShg,BrkFace,BrkFace,No Veneer,0.0,2,2,PConc,4,3,4,6,1619.0,1,0.0,100.0,1719.0,GasA,4,Y,3,1719,0,0,2.0,0.0,1,1,1,1,3,6,6,2,4,Attchd,1993.0,3,2.0,473.0,3,3,2,122,30,0,0,0,0,0,0,No Misc Feature,0,5,2008,Con,Normal,0.0029503964595242486,0.15849160981006824,0.36059376728747927,1.0,3.375,0.8,15,15
528106010,2596,342643,60,RL,111.0,16259,Pave,No Alley Access,3,Lvl,1,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,8,4,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,1,2,PConc,5,4,3,1,0.0,1,0.0,1249.0,1249.0,GasA,4,Y,3,1249,1347,0,0.0,0.0,3,1,4,1,3,9,6,0,0,Attchd,2006.0,2,3.0,840.0,3,3,2,240,154,0,0,0,0,0,0,No Misc Feature,0,9,2006,New,Partial,0.00682698812965127,0.15966541607724952,0.28814810258933515,0.48112480739599384,3.875,0.8,0,0
532376040,1120,129000,20,RL,85.0,6970,Pave,No Alley Access,3,Lvl,1,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,3,4,1961,1961,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,CBlock,3,3,1,5,932.0,1,0.0,108.0,1040.0,GasA,2,Y,3,1120,0,0,1.0,0.0,1,1,3,1,1,5,6,0,0,Attchd,1961.0,2,2.0,544.0,3,3,2,168,0,0,0,0,0,0,0,Shed,400,5,2007,WD ,Normal,0.012195121951219513,0.1606886657101865,0.387948350071736,1.0,2.625,0.4,46,46
535151130,1190,132500,90,RL,70.0,7728,Pave,No Alley Access,3,Lvl,1,Inside,0,NAmes,Norm,Norm,Duplex,SLvl,4,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,1,2,CBlock,3,3,3,5,803.0,1,0.0,303.0,1106.0,GasA,2,Y,3,1190,0,0,1.0,0.0,1,0,3,1,2,6,6,0,0,Attchd,1962.0,1,2.0,540.0,3,3,2,0,18,0,0,0,0,0,2,No Misc Feature,0,5,2006,WD ,Normal,0.009057971014492754,0.1539855072463768,0.3669772256728778,1.0,1.75,0.6000000000000001,44,44
528240070,1960,216500,60,RL,57.41288510276713,7851,Pave,No Alley Access,3,Lvl,1,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,5,4,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,2,2,PConc,4,3,1,6,625.0,1,0.0,235.0,860.0,GasA,4,Y,3,860,1100,0,1.0,0.0,2,1,4,1,3,8,6,2,3,BuiltIn,2002.0,3,2.0,440.0,3,3,2,288,48,0,0,0,0,0,0,No Misc Feature,0,5,2010,WD ,Normal,0.0073128117568166005,0.2496497261495351,0.41523372818749205,0.4387755102040816,3.625,0.8,8,8
527184020,1179,182000,120,RL,38.0,4740,Pave,No Alley Access,2,Lvl,1,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,7,4,1988,1988,Gable,CompShg,CemntBd,CmentBd,No Veneer,0.0,2,2,CBlock,4,3,4,6,248.0,1,0.0,918.0,1166.0,GasA,3,Y,3,1179,0,0,1.0,0.0,2,0,2,1,2,5,6,0,0,Attchd,1988.0,2,2.0,480.0,3,3,2,0,108,0,0,135,0,0,0,No Misc Feature,0,10,2007,WD ,Normal,0.008016877637130802,0.24873417721518987,0.5959915611814346,1.0,2.75,0.6000000000000001,19,19
907135230,990,156000,20,RL,43.0,13568,Pave,No Alley Access,1,Lvl,1,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,4,4,1995,1995,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,PConc,4,3,1,5,716.0,1,0.0,274.0,990.0,GasA,4,Y,3,990,0,0,0.0,1.0,1,0,3,1,2,5,6,0,0,Attchd,1996.0,1,2.0,576.0,3,3,2,224,0,0,0,0,0,0,0,No Misc Feature,0,7,2006,WD ,Normal,0.0031692216981132077,0.07296580188679246,0.18838443396226415,1.0,1.0,0.6000000000000001,11,11
527402150,981,143250,20,RL,67.35037313758055,10530,Pave,No Alley Access,2,Lvl,1,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,4,1971,1971,Hip,CompShg,Plywood,Plywood,No Veneer,0.0,1,2,CBlock,3,3,1,5,282.0,2,35.0,664.0,981.0,GasA,2,Y,3,981,0,0,1.0,0.0,1,1,3,1,2,5,6,0,0,Detchd,1979.0,1,2.0,576.0,3,3,2,0,312,40,0,0,0,0,0,No Misc Feature,0,3,2007,WD ,Normal,0.006396046831679064,0.09316239316239316,0.24102564102564103,1.0,2.625,0.6000000000000001,36,36
532378070,935,137000,20,RL,86.51292944529102,13526,Pave,No Alley Access,2,Lvl,1,CulDSac,0,Sawyer,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,1,2,CBlock,3,3,1,4,560.0,2,375.0,0.0,935.0,GasA,2,Y,3,935,0,0,1.0,0.0,1,0,3,1,2,5,6,0,0,Attchd,1965.0,1,1.0,288.0,3,3,2,180,0,0,0,0,0,0,3,No Misc Feature,0,11,2006,WD ,Normal,0.006396046831679064,0.0691261274582286,0.15954458080733402,1.0,1.75,0.6000000000000001,41,41
910201020,803,87000,45,RM,50.0,5000,Pave,No Alley Access,3,Lvl,1,Inside,0,IDOTRR,RRAe,Norm,1Fam,1.5Unf,4,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,2,CBlock,3,3,3,4,116.0,1,0.0,604.0,720.0,GasA,0,N,1,803,0,0,0.0,0.0,1,0,2,1,2,5,6,0,0,Detchd,1941.0,1,2.0,360.0,3,3,2,0,0,244,0,0,0,0,0,No Misc Feature,0,12,2007,WD ,Normal,0.01,0.1606,0.3766,1.0,1.0,0.6000000000000001,66,57
905103060,1392,121500,20,RL,72.53756711807226,11341,Pave,No Alley Access,2,Lvl,1,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,4,5,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,1,2,CBlock,4,3,1,5,1302.0,1,0.0,90.0,1392.0,GasA,2,Y,3,1392,0,0,1.0,0.0,1,1,3,1,2,5,3,1,4,Detchd,1957.0,1,2.0,528.0,3,3,2,0,0,0,0,95,0,0,0,No Misc Feature,0,5,2010,WD ,Normal,0.006396046831679064,0.12274049907415571,0.2920377391764395,1.0,2.625,0.6000000000000001,53,14
923228110,630,80000,180,RM,21.0,1477,Pave,No Alley Access,3,Lvl,1,Inside,0,MeadowV,Norm,Norm,TwnhsE,SFoyer,3,3,1970,1970,Gable,CompShg,CemntBd,CmentBd,No Veneer,0.0,1,2,CBlock,4,3,3,6,509.0,1,0.0,121.0,630.0,GasA,2,Y,3,630,0,0,1.0,0.0,1,0,1,1,2,3,6,0,0,Attchd,1970.0,1,1.0,286.0,3,3,2,0,0,0,0,0,0,0,0,No Misc Feature,0,4,2009,WD ,Normal,0.014218009478672985,0.4265402843601896,1.046716316858497,1.0,1.75,0.6000000000000001,39,39
904100170,1640,131000,20,RL,100.0,21370,Pave,No Alley Access,3,Lvl,1,FR2,0,Sawyer,Norm,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,No Veneer,0.0,1,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,2,1640,0,0,0.0,0.0,1,0,3,1,2,7,5,1,4,Attchd,1950.0,2,2.0,394.0,3,3,2,0,0,225,0,0,0,0,0,Shed,600,6,2006,WD ,Normal,0.004679457182966776,0.07674309780065512,0.09518015910154422,1.0,1.0,0.6000000000000001,56,56
533242090,2048,301000,60,FV,80.56524408862657,8010,Pave,Pave,2,Lvl,1,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,4,2003,2004,Hip,CompShg,CemntBd,CmentBd,No Veneer,0.0,2,2,PConc,5,3,1,6,964.0,1,0.0,90.0,1054.0,GasA,4,Y,3,1072,976,0,1.0,0.0,2,1,3,1,3,8,6,2,4,Detchd,2003.0,1,2.0,552.0,3,3,2,0,48,0,0,180,0,0,0,No Misc Feature,0,8,2007,WD ,Normal,0.010058082907444017,0.2556803995006242,0.45617977528089887,0.5234375,3.625,0.8,4,3
528456180,1852,252678,60,FV,72.0,8640,Pave,No Alley Access,3,Lvl,1,Inside,0,Somerst,Norm,Norm,1Fam,2Story,6,4,2009,2009,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,PConc,4,3,1,6,822.0,1,0.0,78.0,900.0,GasA,4,Y,3,932,920,0,1.0,0.0,2,1,3,1,3,7,6,1,3,Attchd,2009.0,2,2.0,644.0,3,3,2,168,108,0,0,0,0,0,0,No Misc Feature,0,7,2009,New,Partial,0.008333333333333333,0.21435185185185185,0.39305555555555555,0.5032397408207343,3.625,0.8,0,0
907285100,1995,237000,60,RL,90.0,11250,Pave,No Alley Access,3,Lvl,1,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,1995,1996,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,2,3,PConc,4,4,3,6,685.0,1,0.0,245.0,930.0,GasA,4,Y,3,950,1045,0,1.0,0.0,2,1,4,1,3,8,6,1,3,Attchd,1995.0,2,2.0,610.0,3,3,2,275,170,0,0,0,0,0,0,No Misc Feature,0,7,2006,WD ,Normal,0.008,0.17733333333333334,0.31422222222222224,0.47619047619047616,3.625,0.8,11,10
